species_key,catalyst_id,state,temperature_K,E_elec,ZPVE,H_298,S_harmonic,S_qRRHO,G_298_qRRHO_sol,delta_G_concentration,energy_unit,entropy_unit,charge,formula,method,certificate,certificate_sha256,native_protocol_reference,export_protocol_reference,geometry,geometry_sha256,spectrum,spectrum_sha256,conformer_source,accepted_attempt,selection_temperature_K,selection_scope,pressure_pa,concentration_mol_l,cutoff_cm1,unpaired_electrons,symmetry_number
Co_bipyridine_pnnoh_Ph|hydrogenated,Co_bipyridine_pnnoh_Ph,hydrogenated,298.15,-51336.103223047874,230.14577031183444,-51088.02212191819,188.12977162889848,173.4225902409744,-51137.83373875304,1.894328445494145,kcal/mol,cal/(mol K),0,C24H20CoN2O2P,GFN2-xTB/ALPB toluene gsolv + qRRHO + 1M,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json,fe76803a9b3b902e5aba82b6b20fa7eb850d1b8f4e126fa29b12535ccfdc439d,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json#/attempts/0/native_command,data/datasets/thermochemistry/export_protocol.json,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/accepted_geometry.xyz,86b2c494946d78ca7885467028f91a179085832f5adbda2c1320c0646e7f70c4,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/hessian_00.npz,ecce7e1a65342f15c224d6714d8467d3c2b5e985a039594fb2829aa2a990ea09,rescue_seed20270000,0,383.15,lowest G383.15 among eligible certificates; same geometry at all T,101325.0,1.0,100.0,0,1
Co_bipyridine_pnnoh_Ph|hydrogenated,Co_bipyridine_pnnoh_Ph,hydrogenated,340.0,-51336.103223047874,230.14577031183444,-51083.16783509212,203.3460305221968,187.26117960542229,-51144.5876633736,2.248972784367174,kcal/mol,cal/(mol K),0,C24H20CoN2O2P,GFN2-xTB/ALPB toluene gsolv + qRRHO + 1M,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json,fe76803a9b3b902e5aba82b6b20fa7eb850d1b8f4e126fa29b12535ccfdc439d,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json#/attempts/0/native_command,data/datasets/thermochemistry/export_protocol.json,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/accepted_geometry.xyz,86b2c494946d78ca7885467028f91a179085832f5adbda2c1320c0646e7f70c4,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/hessian_00.npz,ecce7e1a65342f15c224d6714d8467d3c2b5e985a039594fb2829aa2a990ea09,rescue_seed20270000,0,383.15,lowest G383.15 among eligible certificates; same geometry at all T,101325.0,1.0,100.0,0,1
Co_bipyridine_pnnoh_Ph|hydrogenated,Co_bipyridine_pnnoh_Ph,hydrogenated,350.0,-51336.103223047874,230.14577031183444,-51081.926201725786,206.9450041220422,190.5552077253211,-51146.28524393207,2.3352804975836268,kcal/mol,cal/(mol K),0,C24H20CoN2O2P,GFN2-xTB/ALPB toluene gsolv + qRRHO + 1M,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json,fe76803a9b3b902e5aba82b6b20fa7eb850d1b8f4e126fa29b12535ccfdc439d,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json#/attempts/0/native_command,data/datasets/thermochemistry/export_protocol.json,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/accepted_geometry.xyz,86b2c494946d78ca7885467028f91a179085832f5adbda2c1320c0646e7f70c4,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/hessian_00.npz,ecce7e1a65342f15c224d6714d8467d3c2b5e985a039594fb2829aa2a990ea09,rescue_seed20270000,0,383.15,lowest G383.15 among eligible certificates; same geometry at all T,101325.0,1.0,100.0,0,1
Co_bipyridine_pnnoh_Ph|hydrogenated,Co_bipyridine_pnnoh_Ph,hydrogenated,360.0,-51336.103223047874,230.14577031183444,-51080.65401480664,210.5286658557993,193.8422349111239,-51148.01506331393,2.422156060718619,kcal/mol,cal/(mol K),0,C24H20CoN2O2P,GFN2-xTB/ALPB toluene gsolv + qRRHO + 1M,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json,fe76803a9b3b902e5aba82b6b20fa7eb850d1b8f4e126fa29b12535ccfdc439d,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json#/attempts/0/native_command,data/datasets/thermochemistry/export_protocol.json,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/accepted_geometry.xyz,86b2c494946d78ca7885467028f91a179085832f5adbda2c1320c0646e7f70c4,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/hessian_00.npz,ecce7e1a65342f15c224d6714d8467d3c2b5e985a039594fb2829aa2a990ea09,rescue_seed20270000,0,383.15,lowest G383.15 among eligible certificates; same geometry at all T,101325.0,1.0,100.0,0,1
Co_bipyridine_pnnoh_Ph|hydrogenated,Co_bipyridine_pnnoh_Ph,hydrogenated,370.0,-51336.103223047874,230.14577031183444,-51079.35178936664,214.09644371188952,197.12125428064186,-51149.77706975443,2.509583696046293,kcal/mol,cal/(mol K),0,C24H20CoN2O2P,GFN2-xTB/ALPB toluene gsolv + qRRHO + 1M,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json,fe76803a9b3b902e5aba82b6b20fa7eb850d1b8f4e126fa29b12535ccfdc439d,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json#/attempts/0/native_command,data/datasets/thermochemistry/export_protocol.json,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/accepted_geometry.xyz,86b2c494946d78ca7885467028f91a179085832f5adbda2c1320c0646e7f70c4,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/hessian_00.npz,ecce7e1a65342f15c224d6714d8467d3c2b5e985a039594fb2829aa2a990ea09,rescue_seed20270000,0,383.15,lowest G383.15 among eligible certificates; same geometry at all T,101325.0,1.0,100.0,0,1
Co_bipyridine_pnnoh_Ph|hydrogenated,Co_bipyridine_pnnoh_Ph,hydrogenated,380.0,-51336.103223047874,230.14577031183444,-51078.020059994706,217.64775926148704,200.39128536204737,-51151.57119995327,2.597548479011341,kcal/mol,cal/(mol K),0,C24H20CoN2O2P,GFN2-xTB/ALPB toluene gsolv + qRRHO + 1M,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json,fe76803a9b3b902e5aba82b6b20fa7eb850d1b8f4e126fa29b12535ccfdc439d,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json#/attempts/0/native_command,data/datasets/thermochemistry/export_protocol.json,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/accepted_geometry.xyz,86b2c494946d78ca7885467028f91a179085832f5adbda2c1320c0646e7f70c4,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/hessian_00.npz,ecce7e1a65342f15c224d6714d8467d3c2b5e985a039594fb2829aa2a990ea09,rescue_seed20270000,0,383.15,lowest G383.15 among eligible certificates; same geometry at all T,101325.0,1.0,100.0,0,1
Co_bipyridine_pnnoh_Ph|hydrogenated,Co_bipyridine_pnnoh_Ph,hydrogenated,383.15,-51336.103223047874,230.14577031183444,-51077.5945421849,218.76292208894586,201.4193312688219,-51152.142992604975,2.625366355574337,kcal/mol,cal/(mol K),0,C24H20CoN2O2P,GFN2-xTB/ALPB toluene gsolv + qRRHO + 1M,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json,fe76803a9b3b902e5aba82b6b20fa7eb850d1b8f4e126fa29b12535ccfdc439d,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json#/attempts/0/native_command,data/datasets/thermochemistry/export_protocol.json,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/accepted_geometry.xyz,86b2c494946d78ca7885467028f91a179085832f5adbda2c1320c0646e7f70c4,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/hessian_00.npz,ecce7e1a65342f15c224d6714d8467d3c2b5e985a039594fb2829aa2a990ea09,rescue_seed20270000,0,383.15,lowest G383.15 among eligible certificates; same geometry at all T,101325.0,1.0,100.0,0,1
Co_bipyridine_pnnoh_Ph|hydrogenated,Co_bipyridine_pnnoh_Ph,hydrogenated,390.0,-51336.103223047874,230.14577031183444,-51076.65937689539,221.1820385663968,203.65138182016824,-51153.39737953441,2.686036270841015,kcal/mol,cal/(mol K),0,C24H20CoN2O2P,GFN2-xTB/ALPB toluene gsolv + qRRHO + 1M,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json,fe76803a9b3b902e5aba82b6b20fa7eb850d1b8f4e126fa29b12535ccfdc439d,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json#/attempts/0/native_command,data/datasets/thermochemistry/export_protocol.json,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/accepted_geometry.xyz,86b2c494946d78ca7885467028f91a179085832f5adbda2c1320c0646e7f70c4,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/hessian_00.npz,ecce7e1a65342f15c224d6714d8467d3c2b5e985a039594fb2829aa2a990ea09,rescue_seed20270000,0,383.15,lowest G383.15 among eligible certificates; same geometry at all T,101325.0,1.0,100.0,0,1
Co_bipyridine_pnnoh_Ph|hydrogenated,Co_bipyridine_pnnoh_Ph,hydrogenated,400.0,-51336.103223047874,230.14577031183444,-51075.27030220942,224.69872104397422,206.90063751117782,-51155.25552355582,2.775033658072708,kcal/mol,cal/(mol K),0,C24H20CoN2O2P,GFN2-xTB/ALPB toluene gsolv + qRRHO + 1M,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json,fe76803a9b3b902e5aba82b6b20fa7eb850d1b8f4e126fa29b12535ccfdc439d,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json#/attempts/0/native_command,data/datasets/thermochemistry/export_protocol.json,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/accepted_geometry.xyz,86b2c494946d78ca7885467028f91a179085832f5adbda2c1320c0646e7f70c4,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/hessian_00.npz,ecce7e1a65342f15c224d6714d8467d3c2b5e985a039594fb2829aa2a990ea09,rescue_seed20270000,0,383.15,lowest G383.15 among eligible certificates; same geometry at all T,101325.0,1.0,100.0,0,1
Co_bipyridine_pnnoh_Ph|hydrogenated,Co_bipyridine_pnnoh_Ph,hydrogenated,410.0,-51336.103223047874,230.14577031183444,-51073.85340661584,228.1972665410226,210.13819106750537,-51157.14553705538,2.8645278981321125,kcal/mol,cal/(mol K),0,C24H20CoN2O2P,GFN2-xTB/ALPB toluene gsolv + qRRHO + 1M,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json,fe76803a9b3b902e5aba82b6b20fa7eb850d1b8f4e126fa29b12535ccfdc439d,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/result.json#/attempts/0/native_command,data/datasets/thermochemistry/export_protocol.json,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/accepted_geometry.xyz,86b2c494946d78ca7885467028f91a179085832f5adbda2c1320c0646e7f70c4,data/targeted_rescue/thermochemistry/Co_bipyridine_pnnoh_Ph__hydrogenated/hessian_00.npz,ecce7e1a65342f15c224d6714d8467d3c2b5e985a039594fb2829aa2a990ea09,rescue_seed20270000,0,383.15,lowest G383.15 among eligible certificates; same geometry at all T,101325.0,1.0,100.0,0,1
